userId,filmId,pref
22901,55417,9
43101,55417,6
29847,55417,5
38127,55417,5
95247,55419,5
51661,55419,2
66109,55422,10
67956,55422,10
80906,55422,10
127284,55422,10
67839,55422,9
132146,55425,7
43030,55425,4
22149,55426,10
22597,55426,10
42204,55426,10
49206,55426,10
92254,55426,10
25122,55427,10
94850,55427,8
76503,55427,7
116743,55427,7
13462,55428,10
36370,55428,10
53751,55428,10
77472,55428,10
78581,55428,9
115152,55430,8
107282,55430,7
93950,55433,10
71612,55433,9
82691,55433,6
108059,55434,10
108202,55434,9
16547,55434,8
30149,55434,8
51251,55434,8
126887,55436,5
75793,55436,2
100001,55436,2
15400,55436,1
18250,55436,1
105214,55441,10
76932,55441,2
123205,55444,10
72434,55444,9
32825,55444,7
48163,55444,5
62648,55446,10
64111,55446,10
15292,55446,9
72339,55447,6
4908,55448,10
90280,55448,6
105827,55454,7
115138,55454,6
50482,55455,5
6404,55458,10
2114,55458,9
2176,55458,9
17905,55458,9
19275,55458,9
60675,55464,7
29482,55464,1
34401,55464,1
58416,55464,1
81833,55464,1
103836,55466,7
61757,55466,2
2559,55472,8
37249,55472,8
40845,55472,8
61436,55472,8
94906,55472,8
9184,55473,2
89474,55475,3
52386,55479,4
2897,55479,1
31073,55480,3
105720,55483,10
78742,55487,9
2784,55489,10
39230,55489,10
118054,55491,10
10201,55491,7
96069,55491,3
30707,55496,1
43427,55497,7
104905,55497,6
96935,55497,5
17644,55497,3
75254,55501,5
118426,55501,4
39954,55501,2
115328,55502,4
116069,55505,7
5395,55505,5
50211,55505,5
72737,55505,5
74746,55505,5
25689,55508,10
42603,55508,10
109738,55508,7
12836,55508,5
52381,55508,3
54232,55514,10
113278,55514,6
52173,55514,5
49137,55514,4
76067,55514,4
103230,55515,5
95944,55515,1
8171,55518,10
20613,55518,10
36142,55518,10
65610,55518,10
80783,55518,10
70324,55520,7
162,55520,6
36467,55520,6
52332,55520,4
126887,55520,4
77443,55524,9
89424,55524,4
60385,55524,2
8877,55528,4
31256,55528,4
35015,55528,4
43579,55528,4
69804,55528,4
91313,55530,10
56792,55530,9
9,55530,8
133669,55530,8
107635,55530,5
29772,55531,3
49868,55531,3
17000,55531,2
52707,55531,1
72023,55531,1
33690,55533,6
42607,55533,6
108318,55533,6
116174,55533,6
63693,55533,5
29038,55534,5
47374,55539,4
61436,55539,4
86431,55539,4
118066,55539,4
35012,55539,3
66850,55540,7
86010,55545,1
14104,55547,10
14499,55547,10
17403,55547,10
27981,55547,10
31229,55547,10
86237,55549,10
53729,55549,9
73040,55549,8
104432,55549,8
121138,55549,8
87643,55553,2
107075,55553,2
109952,55553,1
4408,55554,2
84811,55558,9
111566,55558,9
14786,55558,8
24697,55558,8
27969,55558,8
122782,55560,3
7431,55564,10
126326,55564,7
50405,55564,5
64808,55564,5
5814,55564,3
71187,55566,8
46803,55567,3
348,55567,1
17895,55567,1
54029,55572,4
12086,55573,4
2972,55577,10
30873,55577,10
58598,55577,10
105441,55577,10
106872,55577,10
106841,55578,10
114613,55578,10
116432,55578,10
20753,55578,7
21762,55578,6
120110,55580,2
96875,55582,8
83192,55582,5
70798,55582,3
109515,55582,1
61262,55584,10
116871,55585,8
31182,55585,6
44559,55585,6
58482,55585,6
66809,55585,6
35357,55588,10
69855,55588,2
20910,55588,1
63489,55588,1
30643,55596,9
48553,55596,9
55759,55596,9
125589,55596,9
47747,55596,8
120519,55599,9
65803,55599,2
111605,55599,2
5914,55601,10
7098,55601,10
36374,55601,10
92436,55601,10
101862,55601,10
51051,55604,5
123823,55606,2
21841,55611,10
87451,55611,10
88744,55611,8
123776,55611,8
50124,55611,7
2610,55613,10
3001,55613,10
4715,55613,10
12455,55613,10
44063,55613,10
3838,55615,8
62101,55615,7
4857,55615,4
52481,55615,4
9763,55615,3
10675,55618,10
16073,55618,10
18122,55618,10
27294,55618,10
72584,55618,10
49246,55619,3
8327,55619,2
28720,55619,2
129655,55619,2
5242,55619,1
78473,55622,9
12117,55625,1
56047,55625,1
66858,55625,1
52746,55628,10
108497,55628,10
95521,55628,5
19868,55628,2
40891,55628,2
107630,55636,10
11301,55640,10
120417,55640,7
40272,55640,6
29527,55640,5
128864,55642,10
56026,55642,4
108462,55642,4
5395,55643,7
127270,55644,7
120214,55646,9
19093,55650,1
55927,55653,9
108031,55653,3
20990,55653,2
21353,55653,2
11729,55658,1
34434,55658,1
74995,55658,1
98199,55658,1
94850,55660,9
133490,55660,3
36500,55660,1
54994,55660,1
55291,55660,1
120599,55661,9
316,55661,7
63111,55661,7
35314,55661,6
81423,55661,6
78882,55670,3
24583,55671,10
74393,55671,10
101070,55671,10
42858,55671,9
41804,55671,8
65404,55674,8
76955,55674,2
63719,55675,8
13076,55675,5
26615,55675,5
42921,55675,5
91428,55675,5
35407,55676,9
130490,55680,10
14149,55681,3
134257,55681,2
27274,55684,10
75937,55684,10
134050,55684,10
32166,55684,9
119142,55684,9
62539,55686,10
31003,55691,7
80448,55691,6
15694,55693,10
18139,55695,10
127171,55695,10
6651,55697,10
107554,55697,9
14721,55697,8
126991,55697,7
57416,55697,5
224,55702,5
16727,55702,5
24301,55702,5
80694,55702,5
90879,55702,5
47211,55703,10
64082,55703,10
130066,55703,9
10339,55709,10
69859,55709,8
10968,55711,7
120699,55711,5
110943,55711,1
66929,55717,10
107866,55717,10
101384,55717,6
53669,55721,3
134,55721,2
15056,55721,2
2255,55721,1
83669,55725,10
103230,55725,10
24776,55725,9
81972,55725,8
48208,55725,6
17224,55728,10
21890,55728,10
50504,55728,10
85632,55728,10
91595,55728,10
95530,55736,2
33375,55743,1
37713,55743,1
51652,55743,1
73369,55743,1
76153,55743,1
22224,55744,7
87485,55744,7
73237,55744,6
7345,55744,5
25670,55744,5
16224,55745,1
23348,55745,1
57985,55745,1
98047,55745,1
117698,55745,1
105210,55749,8
89214,55749,7
119194,55749,7
32946,55749,6
46122,55749,6
118282,55751,8
56052,55751,7
48887,55751,6
88664,55751,6
7076,55751,5
111045,55755,10
117556,55755,10
2535,55755,7
38621,55755,6
71141,55755,3
54499,55756,5
109311,55756,5
55300,55757,10
118680,55759,9
15658,55759,6
33639,55759,6
48602,55760,10
100667,55760,10
108318,55760,10
15359,55764,4
6146,55770,10
70247,55770,10
2176,55773,7
59365,55773,7
117252,55773,7
2638,55774,8
96507,55774,5
89789,55774,4
9927,55774,2
112467,55778,4
46034,55779,2
12250,55779,1
95825,55781,10
83470,55781,9
6958,55786,8
89474,55786,8
90383,55786,8
27981,55786,7
99070,55786,6
33636,55788,2
1047,55788,1
20982,55788,1
112456,55788,1
98503,55789,9
33349,55789,8
101744,55792,2
14530,55793,8
28584,55797,5
35741,55799,10
37790,55799,8
135185,55799,8
15515,55799,7
30590,55799,7
36754,55803,10
128506,55803,10
128606,55803,10
35823,55812,1
46060,55812,1
110290,55812,1
101321,55814,7
49605,55815,5
29103,55815,4
82382,55815,2
13926,55821,10
85654,55821,10
87781,55821,10
9589,55821,7
39584,55821,3
61287,55825,1
43750,55826,1
47064,55826,1
49263,55826,1
84752,55826,1
102008,55826,1
6146,55829,10
12339,55829,10
14981,55829,10
24829,55829,10
24935,55829,10
116019,55830,10
127206,55830,10
17358,55831,4
24611,55831,1
104057,55831,1
81196,55837,8
87328,55837,8
42019,55838,10
76084,55838,10
58675,55838,9
49912,55838,7
102758,55838,7
54499,55840,8
134551,55842,1
78820,55847,7
66158,55847,6
32680,55847,4
6651,55847,1
42493,55847,1
55670,55848,2
120556,55848,2
46122,55865,5
71873,55865,5
40436,55868,10
61530,55868,10
61830,55868,10
80105,55868,10
82078,55868,10
92048,55872,10
6652,55872,8
1465,55872,7
11928,55872,7
29250,55872,7
25640,55873,8
2560,55873,6
45768,55873,6
68092,55873,6
63956,55873,5
62264,55884,10
33060,55884,7
41901,55884,2
66158,55884,2
99375,55884,2
115957,55887,7
91153,55887,5
43147,55887,2
20509,55888,10
77935,55888,10
116437,55888,10
63555,55888,9
73211,55888,9
43247,55889,10
76179,55889,10
78392,55889,10
78902,55889,10
65095,55890,10
61301,55890,4
34081,55890,3
11086,55890,1
64141,55890,1
31703,55898,10
18590,55898,8
1601,55898,7
38179,55898,5
111805,55898,4
89933,55901,5
81717,55901,1
17090,55903,10
26909,55903,8
89556,55903,7
97284,55903,7
22832,55903,6
19638,55904,5
32081,55904,2
103708,55904,2
10402,55905,9
38591,55905,7
75204,55905,7
82236,55905,7
134576,55905,7
14617,55907,5
134044,55907,5
125181,55909,6
37353,55909,5
90280,55909,3
122782,55909,3
127311,55909,3
115533,55911,4
18534,55911,2
21008,55911,2
39555,55911,1
62016,55911,1
47237,55918,10
50279,55918,10
104699,55918,10
128205,55918,10
28397,55918,8
101902,55919,9
40892,55922,1
115713,55927,1
67059,55931,9
30719,55931,8
61700,55931,8
98843,55931,8
104198,55931,8
41305,55932,8
45557,55932,7
114829,55932,6
93111,55933,4
53617,55934,10
79575,55934,3
53764,55934,2
42493,55938,5
58765,55938,5
81552,55938,1
1508,55941,10
32000,55941,7
39461,55941,5
126797,55941,5
80767,55941,4
20423,55945,2
78344,55945,2
35666,55946,10
108990,55946,10
6753,55956,3
132518,55958,10
104712,55958,3
108497,55959,4
71904,55960,10
54602,55960,6
90268,55960,1
108897,55960,1
55650,55966,6
33639,55966,3
26413,55967,7
63349,55967,6
106743,55967,5
34520,55967,3
93501,55967,3
10422,55970,3
23115,55970,3
59598,55970,2
108663,55973,3
10900,55973,1
67508,55973,1
6306,55978,2
52283,55979,10
94529,55979,10
58560,55979,7
27997,55980,10
105858,55980,10
42710,55983,6
78392,55985,7
71873,55985,1
33639,55986,8
56792,55986,8
78490,55986,8
49393,55993,6
74932,55993,5
113227,55993,4
122156,56001,8
40926,56001,5
17280,56001,4
49948,56001,4
100101,56001,4
15180,56002,5
65890,56002,5
40548,56003,9
58505,56006,7
111548,56006,7
51536,56006,6
69231,56006,6
117696,56006,6
85814,56007,8
26133,56007,6
89312,56007,5
47981,56009,5
80631,56009,1
45275,56010,10
69058,56010,10
61383,56010,8
80567,56010,8
116141,56010,8
116235,56011,6
116324,56011,1
18332,56012,10
44134,56014,10
13145,56015,1
69214,56015,1
84120,56015,1
49257,56017,10
97049,56017,10
68018,56017,3
127984,56017,2
45768,56020,5
54675,56020,5
58822,56020,5
66215,56020,3
102870,56026,10
48553,56028,1
10422,56030,9
58628,56030,9
85372,56030,9
86193,56030,9
37526,56037,10
112401,56037,10
10617,56037,8
78820,56037,8
100387,56037,8
127227,56047,4
87914,56047,2
8612,56048,8
119035,56051,5
39113,56052,9
17,56052,8
126991,56052,7
60853,56052,6
112845,56053,9
734,56053,8
5299,56053,8
32753,56053,8
37272,56053,8
3521,56054,10
14715,56054,10
82849,56054,10
8171,56054,6
116368,56054,6
10011,56055,10
27226,56055,9
108006,56055,9
20672,56055,7
13653,56055,1
128079,56060,10
26644,56060,7
126658,56060,6
21022,56060,5
46812,56060,3
95459,56061,10
118301,56061,8
48324,56061,6
34067,56061,5
57683,56061,5
109539,56063,2
7348,56065,6
99249,56065,6
112949,56065,5
39814,56065,3
47161,56066,10
126353,56066,6
75273,56066,5
49605,56066,3
41775,56066,2
1508,56067,5
87671,56067,4
11763,56068,10
109976,56069,10
58523,56069,8
89474,56069,7
39954,56069,5
45613,56069,5
23337,56073,2
30426,56073,2
59741,56073,2
122303,56073,2
47795,56073,1
45356,56077,2
45639,56078,9
62759,56078,9
46619,56078,8
63124,56078,8
92302,56078,8
109680,56079,10
33639,56079,2
100667,56079,1
96028,56084,10
121989,56085,3
58629,56101,6
53879,56102,8
46122,56102,6
46616,56103,10
32218,56103,9
66536,56103,8
96656,56103,8
38100,56103,7
112277,56110,4
58592,56110,3
105493,56113,10
15183,56113,9
102754,56113,9
102937,56113,8
32172,56113,7
44546,56114,7
95357,56114,6
31912,56114,5
124929,56114,5
126890,56114,5
13047,56116,10
25526,56116,10
28427,56116,10
29811,56116,10
40641,56116,10
5507,56118,3
81552,56123,8
34768,56123,3
77473,56123,2
122870,56123,1
91578,56124,7
64054,56126,10
72960,56126,10
131976,56126,10
93021,56126,9
89115,56126,2
56792,56130,10
120182,56130,9
29126,56130,7
84483,56130,4
93538,56130,1
3292,56135,1
7972,56135,1
15272,56135,1
20135,56135,1
35460,56135,1
17736,56141,10
25047,56141,10
30579,56141,10
39205,56141,10
46033,56141,10
56792,56144,6
74013,56144,5
54674,56144,3
22091,56145,10
62279,56145,10
74261,56145,10
74816,56145,10
131439,56145,10
1508,56146,5
115431,56146,4
44136,56157,6
128251,56157,5
9297,56163,9
120082,56163,9
87949,56172,2
10358,56174,10
77443,56174,10
79732,56174,9
120519,56174,9
129237,56174,9
36829,56176,1
120556,56176,1
130386,56176,1
4317,56180,10
17576,56180,10
21629,56180,10
23801,56180,10
29863,56180,10
33394,56185,10
80600,56185,10
91542,56185,10
124152,56188,10
55291,56188,9
117929,56188,7
27326,56188,1
62861,56188,1
3352,56190,9
77468,56190,6
123823,56190,6
54614,56190,5
75834,56190,5
71873,56194,6
56356,56195,9
65818,56195,4
112230,56195,2
11265,56196,10
61956,56196,10
81552,56196,10
93285,56196,10
133199,56196,9
71339,56197,10
64438,56201,10
126338,56201,10
53249,56201,6
120341,56208,3
86934,56208,1
118693,56215,6
64245,56215,3
55650,56215,1
116784,56218,9
61587,56218,4
16112,56221,7
89153,56221,1
117252,56223,10
105850,56223,9
13145,56224,8
72123,56224,8
124569,56224,8
21082,56224,7
28810,56224,7
124652,56227,10
78756,56227,7
55291,56227,2
56492,56227,2
8327,56227,1
121114,56231,10
122581,56231,10
102637,56231,8
50327,56231,7
15620,56231,5
10542,56238,10
70144,56238,9
90865,56238,8
126782,56238,8
37710,56238,6
16575,56242,4
88710,56246,8
59637,56246,4
7177,56247,6
2296,56254,8
68323,56254,8
52683,56254,7
19234,56254,6
90280,56254,6
101729,56260,8
27997,56260,6
92870,56262,10
17979,56262,7
125231,56262,6
97857,56262,4
55208,56262,3
152,56263,10
5382,56263,10
5932,56263,10
9060,56263,10
43385,56263,10
58155,56266,2
131080,56266,1
128864,56272,9
108050,56272,8
4094,56275,8
52523,56275,8
3045,56275,7
126046,56275,7
40112,56275,6
22321,56276,9
32346,56276,9
134138,56276,9
42918,56276,8
104057,56276,7
128937,56277,7
17649,56277,3
24267,56277,1
64286,56277,1
87485,56277,1
1798,56278,1
2050,56278,1
4945,56278,1
8905,56278,1
14785,56278,1
57165,56280,3
42408,56280,2
37717,56284,7
113367,56284,7
121989,56284,4
111804,56284,3
75192,56284,2
89905,56287,8
114157,56287,7
98630,56289,6
129149,56289,5
91927,56289,1
30358,56292,10
78203,56292,10
2304,56292,8
35155,56292,8
84906,56292,4
76149,56295,8
48369,56295,7
96357,56295,7
96943,56295,7
30455,56295,4
83921,56296,10
6035,56297,10
41675,56303,5
66158,56303,1
74777,56306,10
51010,56306,8
121342,56306,8
52937,56306,7
58272,56306,7
102111,56307,6
132242,56308,10
96773,56308,6
81264,56308,4
72708,56309,10
2853,56309,1
28925,56309,1
38460,56309,1
49134,56309,1
33792,56313,10
25545,56313,4
64472,56313,3
78083,56313,3
61033,56313,2
89701,56319,1
15272,56320,2
46694,56320,2
33478,56321,10
58322,56321,10
63245,56321,10
106684,56323,10
61493,56323,9
71256,56323,9
108309,56323,9
29098,56323,8
120182,56325,9
22901,56325,8
47211,56331,10
72662,56331,10
74061,56331,10
89607,56331,10
2965,56331,9
23850,56332,10
2965,56332,9
47756,56332,9
22209,56335,9
26941,56335,9
37250,56335,9
85632,56335,8
99438,56335,8
8583,56336,10
41797,56336,10
90599,56336,6
60144,56339,10
78895,56339,10
85474,56339,10
89591,56339,10
119730,56339,10
41379,56342,1
78203,56344,7
35722,56346,7
85358,56346,5
131257,56346,5
26071,56346,4
28008,56346,4
7447,56348,10
13565,56348,10
40685,56348,10
91693,56348,10
48686,56348,1
48176,56349,9
38829,56349,4
55809,56349,4
79216,56349,4
106176,56349,4
43030,56353,6
127227,56353,6
82427,56355,8
74492,56355,6
78097,56355,5
79675,56355,3
94751,56355,3
43586,56357,9
9559,56360,8
12032,56360,7
5497,56361,10
93105,56361,10
15253,56363,10
26990,56363,10
96656,56363,10
81906,56364,9
2200,56364,1
52013,56364,1
82313,56368,10
64282,56368,5
46638,56369,8
83704,56371,9
99309,56374,10
5922,56377,10
37472,56377,10
63140,56377,9
73050,56377,2
28335,56378,3
43468,56378,3
117151,56378,2
24070,56378,1
67217,56378,1
120149,56380,10
1577,56382,2
19150,56383,6
55905,56383,6
95752,56383,6
25932,56384,10
34102,56384,10
70512,56384,10
113806,56384,10
18674,56384,8
35674,56385,7
101752,56385,7
84219,56385,5
105772,56385,5
120672,56385,5
111397,56388,10
29713,56388,5
125557,56388,4
63609,56388,3
29247,56388,1
73534,56390,2
73040,56391,10
116547,56391,10
74725,56391,9
128934,56391,7
102718,56391,6
63716,56393,6
22238,56397,10
27510,56397,10
54922,56397,10
91598,56397,10
70157,56397,9
11644,56401,10
37711,56401,5
123010,56401,5
79726,56409,10
4931,56409,9
10462,56409,9
19647,56409,9
30169,56409,9
52855,56410,4
94535,56412,7
92231,56412,3
99533,56413,7
87115,56413,6
119017,56413,6
28558,56413,5
37966,56413,5
85632,56415,8
56792,56415,5
27332,56415,2
66158,56415,1
89369,56416,10
96264,56416,10
39555,56416,8
21352,56416,6
90666,56416,1
75457,56417,10
76802,56417,6
81406,56417,5
65384,56417,4
104490,56417,3
74179,56419,6
89016,56419,6
118137,56419,6
20191,56419,5
20205,56419,5
112159,56420,10
12201,56420,8
45430,56420,8
120324,56420,8
25640,56420,6
95771,56425,10
107238,56425,6
85178,56425,1
24402,56430,6
58567,56430,4
21352,56436,8
130029,56436,8
75254,56436,7
82764,56436,6
132780,56436,6
45768,56438,10
22976,56438,5
43781,56438,5
60356,56438,5
104714,56438,5
26294,56441,10
55956,56441,10
88981,56441,10
95207,56441,10
20045,56442,10
23115,56442,8
89474,56442,8
101488,56442,8
10359,56442,7
99910,56452,8
99739,56454,10
35674,56454,8
15972,56454,5
66344,56454,2
66580,56454,2
11086,56456,1
30436,56456,1
32000,56456,1
69626,56456,1
77286,56456,1
107117,56460,10
24339,56460,1
33874,56460,1
41953,56460,1
87451,56460,1
89033,56461,6
60096,56461,5
81179,56461,5
89474,56461,3
91177,56461,1
38538,56467,5
4476,56467,3
11108,56467,1
77643,56467,1
99266,56467,1
16430,56468,4
120556,56468,3
33144,56470,10
5110,56473,10
5265,56473,10
7991,56473,10
11237,56473,10
45768,56473,10
131234,56474,4
47516,56478,9
83894,56479,6
26125,56483,10
94751,56485,7
105543,56486,9
120971,56486,9
54569,56486,8
114979,56486,8
100930,56486,6
27176,56492,5
39555,56492,4
47896,56492,1
134032,56492,1
67217,56497,10
24949,56497,6
93695,56497,5
87914,56497,1
59421,56498,10
43370,56498,9
112242,56498,3
56442,56499,6
1772,56501,1
6059,56501,1
7110,56501,1
8428,56501,1
9500,56501,1
34783,56502,10
35533,56502,10
41295,56502,9
109792,56502,8
70619,56504,10
22539,56504,9
110169,56504,8
114810,56505,3
130695,56505,3
316,56505,2
25545,56506,7
71873,56506,6
84494,56506,6
25900,56508,7
61554,56508,1
51403,56512,10
59996,56512,10
21991,56514,10
127206,56514,10
75062,56514,5
120116,56514,5
111963,56514,1
4853,56515,10
88778,56515,9
8867,56515,7
27332,56515,7
16055,56515,6
53341,56519,5
111156,56519,4
11375,56521,3
76082,56527,2
89033,56527,1
75694,56531,10
125906,56531,10
135108,56531,10
3872,56531,9
67399,56531,9
123908,56538,1
75254,56539,4
7978,56541,10
82342,56541,10
37975,56541,9
84120,56541,7
106114,56541,5
112590,56543,7
85025,56544,6
90280,56544,2
131642,56547,10
28173,56547,8
133145,56547,8
35859,56547,7
89755,56547,7
54508,56548,5
3360,56549,9
39555,56549,2
64351,56550,5
126699,56550,2
76082,56550,1
107092,56552,10
128339,56552,6
11301,56552,4
4698,56553,9
13892,56553,9
121986,56556,10
89202,56561,10
36394,56561,6
9246,56565,10
62940,56565,10
95069,56565,10
87553,56565,7
127841,56567,9
6785,56567,7
7111,56567,5
26546,56567,5
38100,56567,5
33792,56574,10
45772,56574,7
124881,56574,7
89474,56578,9
86743,56580,9
90790,56580,9
7111,56580,7
90037,56580,7
115879,56580,7
27701,56584,10
14245,56584,8
26221,56584,7
103885,56584,7
123425,56584,7
28583,56587,10
74270,56587,8
14310,56587,6
66503,56587,5
53751,56592,8
52028,56598,6
86891,56598,6
7692,56598,5
37029,56598,5
86691,56598,5
59742,56608,8
325,56608,7
39555,56608,7
69849,56608,7
110365,56608,7
54188,56611,4
49376,56622,10
114687,56622,10
4667,56622,9
120361,56622,8
76179,56622,7
27988,56625,10
35791,56625,10
55009,56625,10
58489,56625,10
68762,56625,10
54775,56626,10
58074,56627,10
26981,56627,8
8139,56627,2
2633,56627,1
18294,56633,1
18381,56633,1
23688,56633,1
35478,56633,1
63274,56633,1
49047,56634,5
5932,56635,9
10680,56635,9
78889,56635,9
87168,56635,9
88728,56635,9
102733,56637,7
17485,56637,2
80863,56640,4
7101,56640,3
15906,56640,3
27886,56640,3
28887,56640,3
126541,56648,9
56910,56648,8
109971,56648,8
115301,56648,8
17809,56648,7
85237,56649,5
5060,56652,1
8314,56652,1
24647,56652,1
63360,56652,1
126467,56657,5
15590,56658,6
2296,56664,10
22045,56664,8
80947,56664,8
40103,56664,7
45225,56664,7
18541,56667,6
109611,56668,6
119282,56668,6
20137,56668,4
41439,56672,7
39555,56672,6
18193,56672,4
32358,56675,5
129940,56675,5
95391,56675,3
110729,56676,6
81287,56676,4
72016,56676,3
45523,56677,7
8596,56677,4
8593,56677,1
27123,56677,1
29051,56677,1
14105,56679,9
32172,56679,7
46122,56687,10
6651,56688,10
27332,56688,10
83817,56688,10
116444,56688,10
100290,56690,8
84168,56691,8
46172,56694,3
36382,56698,10
107994,56698,9
52913,56698,8
58675,56698,8
35533,56698,7
122782,56699,4
104712,56699,2
82273,56700,1
83817,56702,7
76970,56702,6
73415,56702,3
111151,56702,2
3078,56705,10
104441,56705,10
46852,56705,6
20795,56705,5
38691,56705,5
45273,56714,9
83055,56714,9
117027,56714,9
68332,56715,5
42180,56715,2
57676,56715,2
87129,56716,10
39830,56716,7
28887,56716,6
128864,56716,6
26990,56716,5
88284,56719,5
93522,56721,9
61436,56721,8
14048,56721,7
115907,56721,7
128791,56721,7
1892,56722,6
68441,56722,3
117022,56722,3
74061,56722,2
713,56722,1
90328,56725,10
17632,56725,9
21428,56725,6
55629,56725,6
11904,56725,5
2296,56726,10
121989,56726,9
90280,56731,3
38472,56731,1
7692,56733,6
19150,56733,6
90820,56733,6
112551,56733,6
104664,56733,5
77443,56738,10
35633,56738,9
2742,56738,8
62544,56738,7
78490,56738,6
5376,56740,9
131098,56741,6
75815,56741,5
21739,56741,1
81197,56741,1
125135,56741,1
66787,56746,10
122303,56746,10
43668,56746,9
53381,56746,9
126267,56746,9
87243,56747,8
3534,56750,6
1068,56750,5
72728,56750,5
90194,56750,5
94866,56754,10
124698,56756,5
67197,56766,10
810,56766,6
14815,56766,1
50151,56766,1
88383,56766,1
97435,56768,5
4677,56770,1
96095,56770,1
102701,56770,1
99848,56771,10
67041,56773,6
47231,56773,5
43477,56781,5
129023,56781,2
61261,56782,10
82772,56782,4
103282,56782,4
78820,56786,10
71873,56786,1
2474,56787,10
28055,56787,10
29083,56787,10
38963,56787,10
43758,56787,10
62025,56789,10
114514,56789,10
2964,56789,9
30901,56789,9
66727,56789,9
14612,56792,10
113718,56792,10
30763,56792,9
69501,56792,9
113859,56792,9
123705,56794,10
7463,56794,2
100350,56798,10
106906,56798,10
108318,56798,10
117343,56798,10
128864,56798,10
16014,56801,1
108831,56805,1
27041,56806,6
76082,56806,5
29677,56806,2
102861,56806,2
8022,56806,1
3125,56810,5
131846,56810,5
101492,56815,10
119307,56815,8
32372,56815,5
122096,56818,2
85632,56819,10
133199,56819,5
11243,56823,4
49507,56827,10
74061,56827,10
68872,56827,5
39087,56827,1
42420,56827,1
28355,56828,10
49334,56828,9
96069,56828,9
25545,56828,8
80667,56828,8
81906,56834,10
52703,56841,9
9387,56841,8
44431,56841,8
107794,56841,8
126481,56841,8
87914,56843,5
32615,56845,10
132975,56845,10
25435,56845,6
89033,56848,1
127411,56851,5
80214,56851,4
52762,56851,3
83198,56851,3
97742,56851,3
127227,56852,3
53427,56855,2
86889,56861,4
103833,56861,4
4013,56861,3
89715,56861,3
123501,56861,2
76553,56863,7
6670,56869,2
45991,56869,2
51860,56870,3
14775,56878,5
27520,56878,5
73234,56878,5
104734,56878,5
47706,56878,4
90280,56879,3
26048,56885,9
102561,56885,9
21677,56886,6
96774,56886,5
14209,56889,10
28395,56889,10
32232,56889,10
52931,56889,10
57690,56889,10
53847,56895,5
100669,56895,5
95028,56896,7
42399,56896,4
24949,56900,10
48033,56901,10
34304,56901,4
42180,56918,2
34458,56922,10
22891,56928,10
26138,56928,10
28812,56928,10
53562,56928,10
87533,56928,10
84555,56932,5
66212,56933,9
21137,56938,10
135281,56938,2
134,56940,10
9041,56940,10
38176,56940,10
40851,56940,10
77529,56940,10
4094,56942,10
41674,56942,9
70798,56942,9
105433,56942,9
60431,56942,7
66158,56944,6
92231,56944,6
108446,56944,6
38308,56944,5
81836,56944,5
42134,56949,7
32881,56949,6
58765,56949,5
122584,56949,5
19979,56949,4
130029,56954,10
57931,56954,9
76163,56954,9
2702,56954,8
16630,56954,8
5393,56956,7
125635,56957,7
52013,56960,1
56525,56963,10
90120,56963,10
103011,56963,10
116913,56963,10
127706,56964,10
13548,56965,7
55295,56965,6
35533,56965,3
133876,56965,3
91764,56967,5
62217,56967,2
1526,56967,1
11939,56967,1
24465,56967,1
1876,56969,10
16888,56969,10
39027,56969,10
40794,56969,10
47866,56969,10
78062,56970,9
47948,56970,8
68942,56970,8
19002,56970,7
46932,56970,1
59596,56972,10
106044,56972,10
110891,56972,10
21187,56980,10
123128,56980,10
42062,56980,5
22549,56980,4
127936,56980,4
3304,56989,5
72583,56989,5
27963,56989,2
21784,56991,6
9568,56991,5
117879,56991,4
47092,56991,2
61762,56991,2
546,56996,9
1369,56996,5
9406,56996,5
9729,56996,5
11593,56996,5
21352,56997,10
3974,56998,10
11740,56998,10
35854,56998,10
36043,56998,10
40638,56998,10
33835,57000,8
89735,57001,4
90331,57001,3
25680,57001,2
57448,57002,9
48369,57002,7
2991,57002,5
13141,57002,5
71005,57002,5
82783,57006,10
46568,57006,8
50130,57006,8
94751,57006,7
109266,57006,7
51173,57007,5
94535,57007,1
35393,57008,5
63147,57008,4
109762,57008,4
121499,57008,4
27155,57008,3
34631,57009,10
2200,57009,7
12940,57009,7
66813,57009,7
72359,57009,7
120052,57011,10
30436,57011,4
6678,57012,10
121114,57012,10
127137,57015,3
16244,57015,2
86818,57015,2
77041,57015,1
129188,57015,1
90280,57016,4
104997,57016,4
128999,57021,10
21063,57021,2
40524,57023,2
130523,57025,10
133358,57025,6
50829,57025,4
103326,57028,10
108416,57032,3
71507,57034,10
14070,57034,9
47252,57034,9
132047,57034,7
47295,57034,5
115455,57043,1
8917,57047,10
77307,57047,8
37574,57047,4
41718,57047,3
74061,57047,3
28202,57048,10
37770,57048,9
61262,57048,9
70613,57048,9
93711,57048,9
13846,57053,10
17326,57053,1
28201,57053,1
49055,57053,1
63924,57053,1
70056,57055,9
92043,57055,3
55291,57057,10
25541,57057,8
109524,57057,8
5338,57057,7
108421,57057,7
22321,57058,5
56463,57058,4
118045,57065,6
45772,57070,2
75421,57070,2
88915,57070,2
96993,57070,2
72737,57070,1
7078,57071,10
51949,57071,10
122539,57071,10
123542,57071,10
131052,57071,10
34739,57072,10
1797,57072,1
68334,57072,1
72664,57072,1
94205,57077,4
130310,57077,3
