userId,filmId,pref
7415,1080,7
101830,1080,7
74042,1080,6
103230,1080,6
15108,1080,5
2670,1082,9
4151,1082,9
74449,1082,9
104307,1082,9
2755,1082,8
27997,1086,5
42134,1089,10
83714,1089,8
37615,1090,10
94141,1093,2
5569,1094,10
46072,1094,10
128279,1094,7
78011,1094,6
126190,1094,6
58544,1095,10
80405,1095,10
134380,1095,10
23518,1095,9
26912,1095,9
97376,1097,10
106436,1097,6
37195,1097,1
43133,1097,1
66158,1097,1
4099,1104,7
24614,1104,7
20949,1104,4
61762,1104,4
66158,1104,4
125550,1106,10
135056,1106,10
84629,1107,10
37546,1120,10
96043,1120,10
87930,1120,9
102356,1120,8
125784,1120,8
6757,1121,10
25798,1121,10
33224,1121,10
89474,1121,10
113764,1121,10
38060,1123,9
89033,1123,8
112253,1123,8
106970,1123,5
130757,1123,5
66304,1124,6
121556,1125,8
47589,1125,6
35992,1125,5
56359,1125,4
76216,1125,4
49771,1126,3
119652,1137,10
38108,1137,7
2213,1137,6
129494,1137,6
50777,1137,4
48349,1141,9
75187,1141,5
14770,1141,3
65645,1141,3
122010,1141,3
40297,1144,7
41439,1144,7
89724,1144,7
108318,1144,7
112877,1145,10
18534,1145,8
4817,1145,7
65783,1146,9
81432,1146,5
60426,1146,4
130684,1146,2
105012,1146,1
125287,1152,10
46066,1154,10
82664,1154,10
63280,1159,8
133083,1159,8
58253,1159,4
121550,1159,4
127227,1159,4
36595,1160,6
117252,1163,9
111942,1166,10
112315,1166,5
3011,1167,9
108064,1167,9
23969,1167,8
43595,1167,8
98105,1167,8
54263,1168,3
42547,1168,2
5710,1169,10
68441,1169,9
40297,1169,8
58443,1169,8
68428,1169,8
19351,1170,4
103173,1170,4
42271,1170,2
50982,1170,2
30656,1180,10
49066,1180,10
85632,1188,7
2296,1189,10
84752,1189,10
20336,1189,8
27546,1189,8
20254,1189,7
63245,1201,10
55601,1201,6
121832,1201,3
67917,1201,2
81519,1204,10
84937,1204,10
83669,1205,10
104486,1205,10
134760,1205,10
93737,1205,9
23013,1205,8
6668,1206,10
114684,1206,10
133580,1206,10
55332,1210,4
57416,1211,8
65384,1211,8
133727,1211,8
41674,1211,7
95028,1211,7
32346,1213,10
27766,1214,10
32422,1214,10
37676,1214,10
46451,1214,10
50980,1214,10
76082,1216,5
130538,1222,10
78509,1222,9
86383,1222,9
64717,1222,6
63293,1222,5
43280,1228,8
69078,1228,8
82562,1228,8
119288,1228,8
134621,1228,8
41674,1230,9
48553,1230,9
115596,1230,4
27331,1230,2
57947,1230,2
39021,1231,10
73292,1231,10
94828,1231,9
36706,1231,7
17345,1231,6
127166,1234,2
107271,1236,10
26955,1237,5
99121,1238,10
11718,1238,8
80043,1238,8
110825,1238,8
14310,1238,7
58634,1240,10
133083,1240,4
88895,1240,2
75798,1240,1
81905,1240,1
40398,1244,1
92870,1244,1
95697,1244,1
125773,1244,1
26316,1246,10
62472,1246,9
69413,1246,9
125695,1246,9
126066,1246,9
124735,1249,3
126523,1250,7
121486,1250,3
74157,1250,1
20394,1253,5
118341,1253,4
20753,1253,3
53213,1253,3
125998,1253,3
15486,1257,9
125210,1259,7
26048,1261,2
62153,1261,1
129688,1262,10
97490,1262,7
38591,1262,6
43030,1262,2
22989,1269,10
48439,1269,10
55919,1269,10
68674,1269,10
82321,1269,10
60469,1274,3
63293,1274,1
66158,1281,6
26227,1281,1
115674,1281,1
4342,1282,7
29677,1282,5
91127,1282,4
121883,1282,4
132780,1282,3
36539,1288,3
8104,1292,10
37710,1292,10
54775,1292,10
116427,1292,10
55289,1292,9
71873,1294,3
90280,1294,1
121638,1298,10
53862,1298,9
57416,1298,7
80556,1298,6
30032,1298,4
77954,1308,9
122096,1308,5
124716,1311,10
72737,1315,5
66158,1315,4
18829,1315,3
128923,1320,9
16812,1323,3
4094,1327,8
61436,1327,6
20026,1331,9
76099,1331,8
103610,1331,8
17678,1331,7
19386,1331,7
116174,1334,5
11459,1339,10
12705,1339,10
50208,1339,10
67449,1339,10
69390,1339,10
33902,1346,8
78820,1346,6
86154,1347,9
26055,1347,8
7519,1347,7
14256,1347,7
37577,1347,7
133582,1348,2
47233,1348,1
48359,1348,1
88351,1348,1
28584,1350,4
97912,1351,8
84579,1351,7
131901,1351,6
62173,1351,5
75042,1351,5
43152,1352,1
37158,1353,10
132285,1353,7
31404,1353,6
54116,1353,6
73668,1353,6
44318,1362,8
98378,1363,6
41674,1363,5
13879,1363,1
17380,1363,1
20852,1363,1
115346,1366,9
130954,1366,9
13625,1366,8
17947,1366,8
29713,1366,8
22901,1369,10
67378,1369,10
71099,1369,10
25777,1369,2
41637,1369,2
89033,1370,10
59434,1372,5
81552,1387,9
63060,1387,8
5619,1387,7
90280,1387,4
116143,1396,10
74411,1400,8
81046,1400,7
121109,1400,7
36009,1400,6
105694,1400,5
75965,1406,10
85103,1406,10
59596,1406,8
98271,1408,10
102785,1408,10
119452,1408,10
39939,1409,10
39954,1409,10
53204,1409,10
92635,1409,10
95711,1409,10
3524,1410,1
5601,1410,1
12785,1410,1
101689,1410,1
131670,1410,1
98395,1420,6
22705,1420,3
68872,1420,3
109789,1420,3
134442,1420,3
59834,1421,8
27809,1421,2
125431,1422,4
64438,1427,1
4359,1429,10
27709,1429,10
86905,1429,10
87737,1429,10
104816,1429,10
5110,1433,10
7327,1433,10
10304,1433,10
16900,1433,10
23752,1433,10
27824,1434,5
97369,1438,10
1065,1438,9
9092,1438,9
15997,1438,9
27093,1438,9
17566,1440,5
29191,1440,4
54348,1440,4
125251,1440,3
134955,1440,3
15648,1441,7
113635,1441,5
90424,1441,4
61313,1441,2
81390,1441,2
16753,1442,2
20471,1443,10
33827,1443,9
60414,1443,9
73782,1443,6
84156,1443,5
75760,1446,8
4667,1446,7
77481,1449,7
126493,1449,6
94421,1449,5
53783,1451,2
33394,1451,1
131152,1451,1
105845,1455,10
116784,1455,7
47315,1456,8
5951,1456,5
132969,1456,5
97419,1460,4
42781,1460,2
80767,1460,2
39801,1460,1
56028,1460,1
19318,1461,4
50211,1461,3
110640,1465,7
91479,1472,9
46472,1472,7
77401,1472,6
17250,1472,5
91502,1472,5
9732,1475,8
121910,1475,7
37346,1475,6
51845,1475,6
94439,1475,6
124781,1476,9
94535,1478,5
14879,1479,10
108124,1479,10
55291,1482,3
94141,1482,1
134280,1485,9
47824,1485,8
45269,1486,1
56753,1487,3
69017,1491,10
62137,1491,4
43520,1491,3
5333,1491,1
11361,1491,1
23979,1497,8
39510,1497,6
40888,1497,6
98525,1497,5
40774,1497,4
12114,1500,10
53897,1501,3
72467,1501,2
46074,1506,10
39555,1507,10
66158,1507,1
98378,1507,1
6392,1508,1
26990,1508,1
33639,1508,1
38441,1508,1
62250,1508,1
50942,1511,9
2220,1511,8
39555,1511,6
86990,1511,6
10519,1512,5
24871,1512,5
42281,1512,5
93727,1515,9
32288,1515,7
70581,1515,7
7001,1515,6
119890,1519,1
48553,1520,7
48553,1525,3
18798,1529,6
28026,1529,6
87219,1529,5
46558,1529,4
116784,1529,4
124327,1531,8
4667,1531,7
6652,1531,7
9837,1531,7
49833,1531,7
36134,1532,3
84752,1532,2
43858,1533,10
28258,1534,9
130757,1534,9
45318,1535,8
114670,1535,3
29870,1535,2
86716,1535,2
102663,1535,2
41806,1537,10
48732,1537,10
46062,1537,9
53833,1537,9
90256,1537,9
83108,1541,10
1048,1550,10
2337,1550,10
2559,1550,10
4178,1550,10
4989,1550,10
65384,1552,7
135281,1552,7
134725,1552,5
5393,1552,1
12330,1561,10
5835,1561,9
34302,1561,9
65459,1561,9
97920,1561,9
25838,1563,7
38441,1563,7
53084,1563,7
10720,1563,6
23896,1563,6
39337,1564,1
47110,1564,1
50991,1564,1
92131,1564,1
19526,1565,6
108833,1566,6
110553,1566,6
124377,1566,6
12142,1566,5
125589,1567,8
81406,1567,7
65384,1567,3
22254,1568,7
91091,1568,6
99501,1568,5
2262,1568,4
29550,1568,4
73040,1569,8
20892,1569,7
131439,1569,6
2176,1569,4
97288,1569,4
19074,1573,2
1925,1575,10
7863,1575,10
9492,1575,10
14669,1575,10
15785,1575,10
6596,1577,8
101534,1577,6
41075,1577,1
46161,1583,1
29072,1585,7
106673,1585,7
31197,1585,5
81662,1585,5
109883,1585,5
22499,1586,10
19526,1587,10
21667,1587,7
47092,1589,8
44316,1590,10
64680,1590,10
81755,1590,10
121721,1590,10
17228,1590,5
54472,1591,5
66158,1591,5
94425,1591,5
117929,1591,3
72351,1596,7
17070,1597,4
2477,1597,1
7553,1597,1
54657,1597,1
28901,1598,1
37405,1598,1
63060,1598,1
87987,1598,1
113702,1598,1
79136,1599,7
13522,1599,4
7567,1602,9
113930,1603,2
99003,1603,1
43280,1606,6
8615,1610,3
34263,1610,2
72206,1610,1
76159,1610,1
74270,1614,6
131882,1614,6
297,1616,10
10617,1616,10
14607,1616,10
22994,1616,10
28592,1616,10
50008,1619,3
364,1619,1
61045,1623,8
71501,1623,4
48571,1625,1
9930,1627,10
57341,1627,10
65384,1627,10
91578,1627,6
9207,1627,1
9651,1629,5
16562,1629,5
46223,1629,5
49269,1629,5
89161,1629,5
36519,1631,8
61108,1633,10
100641,1633,8
88262,1633,3
71873,1633,2
123859,1633,2
15648,1634,8
118045,1634,8
62908,1634,5
6998,1634,2
28258,1634,2
20274,1636,9
60205,1636,7
14669,1636,6
31847,1636,6
110167,1636,6
125694,1638,9
76099,1638,8
6807,1638,7
47717,1638,7
80090,1638,7
7736,1639,8
5376,1639,5
27997,1639,5
33357,1639,5
69011,1639,5
8294,1640,10
36408,1640,10
75533,1640,10
16693,1642,10
36039,1642,10
101944,1642,10
109835,1642,10
114979,1642,10
77609,1645,10
99981,1645,8
93021,1645,1
131796,1645,1
71148,1650,10
89026,1650,10
24732,1650,9
64438,1650,8
59560,1650,7
72726,1651,8
130252,1652,9
98639,1652,6
45353,1652,5
129643,1652,5
1418,1654,10
79553,1662,9
111302,1662,9
14907,1662,8
24583,1662,7
61254,1662,6
52984,1664,8
261,1664,5
15947,1664,5
57931,1664,5
92343,1664,5
98038,1668,8
122782,1668,7
131976,1668,2
26566,1669,1
27332,1674,4
105316,1675,10
124059,1675,10
1508,1675,9
20858,1675,9
57995,1675,9
56792,1677,5
66344,1677,5
48369,1677,4
14566,1682,10
22511,1682,10
38734,1682,4
32410,1682,3
58193,1682,2
51412,1686,10
91860,1686,10
100824,1686,10
102959,1686,10
40845,1686,9
87642,1687,8
44216,1687,6
82764,1687,4
134161,1687,4
18070,1688,10
112718,1692,6
82040,1692,2
29448,1698,10
68332,1698,9
83817,1698,8
52267,1698,4
24181,1698,2
39048,1701,8
63711,1701,7
64801,1701,7
90820,1701,7
116141,1701,7
5184,1702,1
37152,1704,5
125054,1704,5
41439,1704,2
13148,1704,1
20351,1704,1
90148,1709,8
35574,1712,10
84961,1712,10
99767,1712,10
120606,1712,10
16084,1714,10
129779,1714,10
69603,1714,9
15144,1714,8
40659,1714,8
75379,1720,6
64875,1720,5
75254,1720,5
49129,1720,3
66941,1720,3
5262,1721,10
6851,1721,10
8473,1721,10
12038,1721,10
16971,1721,10
19599,1722,7
87277,1722,6
100120,1722,5
102194,1722,5
113352,1722,4
134044,1725,10
102342,1726,10
111697,1726,8
115719,1732,5
38206,1732,3
88426,1733,5
99656,1736,7
63968,1741,2
106390,1741,2
47442,1744,10
72351,1744,9
76503,1745,3
1733,1746,10
12660,1746,10
68039,1746,10
29045,1746,1
112658,1746,1
105214,1750,7
39545,1753,10
98101,1753,5
