filmId,mean,sum
64315,2.6,13
64317,3.8333333333333335,23
64320,1.4,7
64322,5.666666666666667,17
64323,10.0,20
64328,9.0,36
64336,7.0,28
64338,10.0,10
64340,7.648648648648648,283
64343,2.0,2
64345,9.0,9
64346,6.333333333333333,19
64348,4.333333333333333,26
64350,2.0,4
64351,5.25,21
64353,9.105263157894736,173
64355,10.0,10
64356,7.333333333333333,22
64358,3.0,51
64369,5.488372093023256,236
64373,10.0,20
64375,9.181818181818182,101
64390,10.0,90
64392,7.28125,233
64393,10.0,20
64394,4.0,8
64396,2.0,2
64397,10.0,10
64403,8.444444444444445,76
64404,7.0,14
64405,8.0,24
64407,6.0,12
64408,8.4,168
64410,9.333333333333334,28
64412,10.0,20
64413,7.0,28
64414,4.0,12
64415,10.0,10
64419,7.333333333333333,22
64421,8.571428571428571,60
64427,9.25,37
64428,1.4,7
64434,5.333333333333333,16
64438,6.393939393939394,211
64442,9.0,9
64444,6.0,6
64446,9.0,9
64457,3.0,3
64466,2.0,2
64468,6.857142857142857,48
64470,5.0,5
64473,8.401785714285714,941
64476,1.0,1
64477,5.6,28
64480,2.0,2
64484,10.0,50
64487,10.0,10
64497,2.0,2
64500,2.0833333333333335,25
64504,5.833333333333333,70
64506,10.0,10
64507,10.0,10
64514,6.0,12
64516,10.0,10
64517,9.333333333333334,28
64523,4.0,4
64525,3.3333333333333335,10
64527,10.0,10
64529,10.0,10
64532,5.666666666666667,17
64534,5.571428571428571,39
64535,1.0,5
64537,2.0,6
64544,6.333333333333333,19
64545,1.75,7
64547,3.5,28
64553,6.166666666666667,74
64554,8.534883720930232,367
64556,7.076923076923077,92
64557,6.6,33
64564,8.666666666666666,26
64570,6.0,6
64572,4.961538461538462,129
64576,1.6857142857142857,59
64578,1.0,8
64579,1.5,3
64581,9.428571428571429,66
64582,4.0,4
64585,10.0,30
64587,5.5,11
64588,9.555555555555555,86
64593,6.0,6
64595,6.6,33
64599,8.0,8
64601,4.0,8
64602,8.0,8
64605,5.875,47
64606,8.272727272727273,91
64607,5.75,23
64609,10.0,10
64611,7.0,21
64613,8.333333333333334,25
64614,10.0,10
64619,10.0,10
64625,8.0,8
64630,10.0,70
64631,2.6666666666666665,8
64633,5.568965517241379,323
64634,10.0,40
64635,5.0,10
64636,10.0,30
64641,6.7,67
64644,5.526315789473684,105
64645,1.0,1
64648,4.111111111111111,37
64649,10.0,10
64650,7.5,15
64655,2.0714285714285716,87
64656,5.9,59
64658,5.5,22
64659,1.75,7
64660,7.5,15
64670,6.5,13
64684,6.0,12
64686,8.16,204
64690,8.0,24
64693,4.906976744186046,211
64695,6.6,33
64697,6.333333333333333,19
64698,3.1818181818181817,35
64699,6.0,6
64701,5.545454545454546,61
64702,10.0,10
64706,10.0,20
64709,7.0,7
64711,5.285714285714286,74
64712,8.0,16
64716,7.0,14
64717,8.0,16
64720,1.0,2
64721,8.133333333333333,122
64725,5.0,20
64727,3.0,9
64728,1.0,1
64730,1.6875,27
64732,5.75,23
64733,10.0,10
64735,8.0,24
64738,9.333333333333334,28
64740,5.5,22
64743,5.25,21
64746,6.25,50
64749,1.0,4
64753,4.0,8
64754,10.0,10
64758,9.0,45
64759,4.571428571428571,64
64760,5.0,10
64762,4.0,8
64764,7.75,31
64766,1.0,3
64768,7.5,15
64773,4.25,34
64774,1.0,1
64779,6.0,6
64784,9.0,9
64785,7.1571428571428575,501
64787,5.333333333333333,16
64790,8.333333333333334,50
64792,9.25,37
64793,10.0,10
64794,10.0,10
64795,9.11111111111111,164
64797,4.666666666666667,14
64800,10.0,60
64803,8.5,17
64805,5.0,110
64807,4.0,8
64808,4.9,49
64809,6.0,54
64810,5.0,5
64813,10.0,10
64814,3.6923076923076925,48
64819,7.0,14
64821,6.0,48
64822,1.7058823529411764,29
64823,1.0,2
64830,8.333333333333334,25
64832,7.0,28
64834,5.416666666666667,130
64840,1.0,3
64843,3.3333333333333335,30
64844,4.511627906976744,194
64848,5.5,22
64856,7.0,7
64862,3.8,19
64864,4.5,9
64866,3.0,6
64878,5.375,43
64879,5.666666666666667,17
64880,1.0,1
64881,6.0,30
64882,10.0,10
64887,4.428571428571429,31
64891,9.588235294117647,163
64892,7.333333333333333,22
64895,6.333333333333333,19
64899,5.5,11
64900,4.6,69
64905,7.333333333333333,22
64907,7.0,7
64908,3.7,37
64909,10.0,10
64912,10.0,10
64914,10.0,10
64915,1.0,5
64918,10.0,10
64921,5.0,10
64923,3.6153846153846154,47
64937,6.0,6
64942,8.5,17
64946,8.0,8
64949,3.5,35
64951,6.0,6
64952,5.111111111111111,46
64954,6.75,27
64955,10.0,10
64957,7.25,29
64965,10.0,10
64976,7.5,45
64980,10.0,10
64985,4.769230769230769,124
64988,8.0,8
64989,2.0,2
64991,10.0,50
64994,7.3076923076923075,95
65000,4.0,16
65003,1.0,1
65011,1.0,1
65019,7.333333333333333,44
65023,10.0,10
65026,6.779661016949152,400
65028,6.0,6
65029,5.0,5
65030,5.205128205128205,203
65039,2.5,5
65040,1.7142857142857142,12
65041,3.6666666666666665,22
65042,3.6,18
65045,10.0,10
65046,10.0,20
65048,6.5,13
65049,7.428571428571429,52
65053,10.0,10
65056,3.5,14
65059,10.0,10
65066,3.2857142857142856,23
65071,6.3,189
65077,6.222222222222222,56
65078,5.0,60
65087,6.75,27
65088,9.0,9
65092,4.69811320754717,249
65093,2.0,2
65094,3.9,39
65095,5.5625,89
65098,10.0,10
65100,3.9375,441
65104,5.5,11
65105,10.0,20
65107,7.45,149
65108,10.0,50
65111,10.0,10
65113,5.0,15
65114,5.666666666666667,34
65116,3.0,12
65118,5.25,21
65124,1.3333333333333333,8
65128,6.5,26
65132,7.75,31
65136,10.0,20
65140,5.6,28
65148,6.0,24
65149,10.0,10
65154,9.0,9
65159,7.757575757575758,256
65160,6.0,66
65161,7.0,7
65162,6.5,78
65167,5.909090909090909,65
65169,7.25,29
65170,2.0,4
65171,4.4,22
65173,5.5,11
65180,9.333333333333334,28
65183,6.5,52
65184,3.0,3
65185,4.833333333333333,29
65188,10.0,20
65191,4.6923076923076925,122
65193,1.2857142857142858,9
65194,7.454545454545454,82
65195,5.0,25
65200,4.5,18
65204,4.0,4
65205,9.666666666666666,29
65206,1.0,1
65208,7.0,21
65213,10.0,10
65215,3.25,13
65216,5.090909090909091,56
65218,9.803030303030303,1294
65222,3.0,6
65227,9.0,18
65228,5.5,22
65229,7.5,60
65231,4.666666666666667,28
65235,2.857142857142857,20
65237,7.5,45
65239,10.0,20
65242,9.95,199
65243,4.5,63
65246,1.0,1
65249,2.75,11
65251,5.0,10
65255,7.0625,113
65262,1.0,3
65264,7.0,7
65271,3.1666666666666665,76
65272,2.0,2
65273,4.0,12
65274,4.714285714285714,33
65278,6.6,33
65279,6.4,32
65280,5.0,5
65281,1.25,20
65282,4.0,172
65285,8.0,24
65287,4.6,23
65289,4.333333333333333,13
65294,8.0,8
65295,5.916666666666667,71
65297,4.0,4
65298,8.0,8
65302,6.5,26
65304,10.0,10
65306,5.0,5
65308,5.5,22
65314,4.25,34
65315,10.0,10
65316,2.3333333333333335,7
65317,1.0,1
65321,1.0,4
65322,7.0,14
65324,2.0,2
65329,2.0,2
65331,5.0,5
65333,10.0,10
65334,5.368421052631579,306
65336,4.5,9
65337,8.909090909090908,98
65343,1.0,2
65346,5.565217391304348,128
65347,4.666666666666667,28
65348,7.894736842105263,150
65350,4.0,36
65351,10.0,10
65358,10.0,10
65359,1.0,1
65364,9.0,9
65365,2.0,2
65367,7.0,14
65368,6.0,12
65371,7.0,14
65374,5.25,21
65379,9.466666666666667,142
65383,7.0,21
65384,6.2,31
65392,10.0,20
65394,10.0,10
65396,3.5,7
65397,3.9285714285714284,55
65401,8.083333333333334,97
65406,10.0,140
65408,3.0,9
65409,2.5,5
65410,5.684210526315789,108
65411,10.0,10
65413,5.5,55
65415,9.0,189
65418,4.0,8
65420,5.7,57
65423,7.416666666666667,89
65426,10.0,30
65427,2.5,5
65428,2.0,2
65429,9.0,36
65436,7.0,7
65439,6.0,24
65441,9.0,9
65443,1.0,1
65445,4.363636363636363,48
65446,4.666666666666667,14
65448,8.0,8
65454,5.0,5
65462,9.8125,157
65464,6.428571428571429,45
65466,10.0,20
65470,3.25,13
65476,2.0,2
65480,9.5,19
65481,2.0,8
65493,3.5714285714285716,50
65494,2.0,2
65497,9.25,37
65499,4.666666666666667,14
65501,9.0,9
65502,6.0,6
65503,4.625,74
65504,9.142857142857142,64
65509,4.333333333333333,13
65513,4.476190476190476,94
65514,6.470588235294118,110
65519,5.9,59
65523,3.9,39
65524,9.75,39
65525,10.0,10
65530,7.0,21
65532,7.0,21
65534,8.666666666666666,26
65537,10.0,30
65538,7.666666666666667,46
65540,10.0,10
65550,7.0,28
65554,7.0,7
65560,8.333333333333334,25
65562,3.1333333333333333,47
65563,5.1,51
65571,6.8,102
65579,10.0,10
65581,5.0,10
65582,10.0,40
65588,6.0,12
65591,5.4,27
65599,7.75,31
65600,2.5,5
65602,9.946745562130177,3362
65603,2.0,2
65605,10.0,40
65610,10.0,10
65611,8.0,8
65619,7.0,21
65624,7.4,37
65625,1.6818181818181819,37
65628,8.0,8
65630,4.0,12
65637,3.8461538461538463,50
65639,1.0,2
65641,10.0,10
65643,1.0,1
65644,4.916666666666667,59
65645,2.45,49
65647,4.875,39
65650,10.0,10
65651,4.75,19
65653,5.142857142857143,36
65658,1.5,6
65667,7.44,186
65668,2.619047619047619,110
65669,8.818181818181818,97
65670,2.1666666666666665,26
65679,5.595555555555555,1259
65685,7.0,35
65687,6.625,53
65688,9.0,9
65689,6.2,62
65698,8.5,17
65699,6.5,13
65700,9.0,9
65702,10.0,10
65706,6.0,18
65708,5.625,45
65709,7.0,7
65710,9.8,98
65711,10.0,10
65713,10.0,30
65714,10.0,30
65715,9.25,37
65717,9.5,19
65719,6.5,91
65720,4.5,9
65721,1.6666666666666667,30
65723,6.333333333333333,19
65725,10.0,10
65728,3.75,15
65730,5.0,20
65734,10.0,20
65739,5.0,5
65740,1.5,21
65742,8.5,17
65743,6.25,50
65745,7.909090909090909,87
65747,4.0,8
65749,6.333333333333333,114
65750,9.181818181818182,101
65751,9.0,9
65755,10.0,10
65759,3.0,6
65765,8.0,16
65768,4.0,12
65772,3.0,3
65773,1.3333333333333333,4
65779,7.4,37
65780,10.0,10
65781,1.0,4
65783,2.5,15
65784,6.4,32
65785,2.0,6
65786,4.2,21
65788,10.0,40
65793,6.6875,107
65800,10.0,10
65803,5.0,5
65806,7.0,7
65808,5.0,60
65809,5.222222222222222,94
65810,6.333333333333333,38
65812,2.0,2
65813,6.142857142857143,43
65815,10.0,20
65817,3.0,3
65818,5.0,10
65819,5.75,46
65822,5.857142857142857,41
65826,4.333333333333333,26
65827,6.0,12
65828,3.0,3
65830,4.333333333333333,13
65834,6.0,6
65838,6.0,18
65840,9.0,45
65843,6.333333333333333,19
65845,10.0,10
65851,9.666666666666666,29
65852,1.0,2
65854,1.8709677419354838,232
65855,9.857142857142858,69
65865,10.0,20
65869,10.0,10
65880,9.0,9
65882,8.426229508196721,514
65885,5.4,27
65888,8.6,43
65889,6.352941176470588,108
65893,4.5,18
65895,8.333333333333334,25
65896,4.0,4
65897,8.0,8
65905,7.4,37
65906,1.9,19
65914,5.0,10
65915,10.0,10
65918,10.0,10
65923,10.0,10
65927,4.0,4
65929,8.333333333333334,25
65930,9.0,18
65934,3.6666666666666665,11
65935,6.8,68
65937,7.96875,255
65938,10.0,10
65941,8.5,17
65943,8.833333333333334,53
65946,1.0,1
65947,4.428571428571429,31
65949,1.0,6
65950,2.6666666666666665,16
65952,6.0,42
65957,5.0,20
65960,5.75,253
65962,5.0,5
65963,7.0,28
65964,8.375,67
65966,5.0,5
65970,4.0,20
65971,2.032258064516129,63
65973,9.0,27
65976,4.333333333333333,13
65977,7.0,7
65980,6.0,6
65982,8.0,48
65986,8.65625,277
65993,10.0,10
65995,5.0,5
65999,10.0,10
66004,8.0,8
66010,6.0,6
66011,10.0,10
66012,1.0,3
66013,3.142857142857143,44
66017,6.0,12
66020,5.0,5
66021,2.0,2
66022,2.0,4
66024,1.0,1
66027,9.0,9
66031,7.0,14
66032,10.0,30
66034,7.5,15
66035,10.0,80
66043,6.75,27
66044,4.5,9
66045,5.666666666666667,34
66046,4.25,17
66047,7.125,57
66048,5.7631578947368425,219
66049,3.3333333333333335,10
66050,8.0,8
66053,4.5,9
66056,5.25,21
66059,4.0,4
66061,7.0,7
66062,10.0,60
66066,4.4,22
66068,2.5,5
66069,10.0,10
66073,6.0,66
66082,4.461538461538462,58
66085,1.8,9
66087,10.0,10
66091,10.0,10
66095,5.2727272727272725,58
66103,5.5,11
66104,3.1578947368421053,60
66107,1.0,1
66109,9.0,18
66116,5.0,10
66120,5.0,5
66121,1.0,5
66122,3.0,24
66123,9.125,73
66124,9.0,18
66129,7.666666666666667,23
66132,7.0,7
66140,5.1,51
66142,7.285714285714286,51
66143,3.0,3
66144,7.428571428571429,52
66146,10.0,20
66147,2.25,9
66148,3.1538461538461537,82
66152,6.5,13
66156,2.0,2
66157,8.820512820512821,344
66161,5.0,25
66166,1.0,2
66167,10.0,10
66168,9.0,45
66169,7.166666666666667,43
66170,7.0,7
66171,1.0,1
66172,3.0,3
66173,6.0,12
66175,9.333333333333334,28
66183,9.157894736842104,174
66184,5.3,53
66191,3.1666666666666665,19
66198,6.375,51
66199,10.0,10
66201,8.666666666666666,26
66205,3.0,3
66210,3.0,3
66213,4.266666666666667,64
66215,6.285714285714286,44
66219,10.0,10
66224,1.0,1
66234,7.5,45
66239,5.666666666666667,17
66240,10.0,10
66241,10.0,10
66243,7.521739130434782,173
66245,8.181818181818182,90
66246,3.6153846153846154,47
66250,2.0,2
66255,9.0,45
66256,4.5,9
66257,7.0,7
66258,8.5,17
66263,5.333333333333333,32
66265,2.6666666666666665,16
66268,1.0,13
66272,6.5,13
66278,6.0,18
66279,8.2,41
66287,1.6666666666666667,10
66288,5.8,29
66290,4.0,28
66294,5.181818181818182,57
66295,5.916666666666667,71
66300,8.333333333333334,25
66306,10.0,10
66307,7.444444444444445,134
66309,1.5,3
66313,6.0,18
66315,3.5714285714285716,75
66316,10.0,60
66324,3.0,3
66325,8.0,8
66327,3.2857142857142856,161
66331,9.466666666666667,142
66342,4.8,24
66343,6.6,33
66344,9.0,108
66351,10.0,40
66355,9.0,9
66357,2.0,2
66358,5.666666666666667,17
66360,3.5,14
66361,1.0,10
66365,5.5,11
66369,7.894736842105263,150
66371,4.375,35
66373,8.25,33
66374,2.4,12
66376,6.0,12
66378,7.0,7
66379,2.4285714285714284,17
66382,8.0,16
66383,2.076923076923077,27
66385,7.909090909090909,87
66386,6.0,6
66390,3.5,35
66391,10.0,20
66392,8.0,8
66393,1.0,1
66394,5.25,21
66398,5.333333333333333,16
66400,8.0,8
66401,5.333333333333333,16
66407,5.833333333333333,35
66408,1.7777777777777777,64
66410,5.5,33
66412,8.0,24
66413,9.384615384615385,122
66420,10.0,10
66422,2.0,14
66424,5.380952380952381,113
66426,3.3333333333333335,10
66428,5.666666666666667,17
66432,1.0,3
66437,2.5,5
66439,4.311111111111111,194
66440,7.384615384615385,96
66443,3.5,14
66444,5.111111111111111,92
66445,9.756756756756756,722
66446,1.5,15
66448,7.0,7
66449,5.4,27
66451,3.0,3
66452,10.0,20
66455,7.0,21
66457,5.909090909090909,65
66461,3.0,6
66463,2.121212121212121,70
66464,2.0,6
66467,1.6666666666666667,5
66478,5.96,298
66479,7.4,74
66480,2.0,6
66484,5.0,5
66486,5.8,116
66487,1.25,5
66488,10.0,30
66490,6.0,6
66494,5.5,11
66497,8.833333333333334,159
66498,5.0,15
66503,5.0,5
66506,5.5,11
66507,2.0,4
66509,6.0,42
66516,10.0,10
66520,3.0,6
66521,6.333333333333333,418
66523,7.833333333333333,47
66524,10.0,30
66526,2.0,2
66528,5.0,20
66533,4.666666666666667,28
66534,7.5,15
66536,6.945945945945946,257
66539,3.875,31
66541,7.0,7
66542,5.0,5
66545,6.625,53
66546,1.0,1
66550,6.5,52
66552,6.0,12
66553,4.0,20
66560,5.6,28
66561,8.25,33
66562,9.666666666666666,29
66565,3.0,3
66567,9.666666666666666,58
66574,4.5,18
66580,8.25,33
66581,9.0,9
66582,1.0,5
66588,3.25,13
66589,1.0,1
66592,3.4,34
66593,4.333333333333333,13
66594,10.0,10
66595,5.583333333333333,67
66596,2.4,12
66598,1.875,15
66601,2.0,2
66604,10.0,30
66608,4.428571428571429,31
66610,1.0,1
66612,4.7272727272727275,104
66618,6.875,55
66619,10.0,10
66621,9.0,54
66627,4.4,88
66633,1.5,3
66636,3.25,13
66637,7.0,7
66642,6.333333333333333,76
66644,5.0,5
66645,6.6,33
66649,4.5,9
66650,9.0,18
66653,1.3333333333333333,4
66658,10.0,10
66663,3.8181818181818183,42
66666,10.0,10
66667,6.0,6
66674,5.0,20
66676,10.0,50
66678,1.5,3
66682,7.0,7
66686,4.0,4
66690,10.0,10
66691,6.3076923076923075,82
66692,3.0,3
66693,6.0,18
66694,6.0,12
66699,10.0,10
66700,2.6363636363636362,29
66703,8.857142857142858,124
66710,9.27659574468085,436
66716,8.0,8
66727,4.583333333333333,55
66729,6.5,26
66732,6.2,31
66733,10.0,10
66735,4.857142857142857,34
66736,2.0,2
66737,7.5,15
66738,1.0,7
66740,6.333333333333333,38
66750,8.0,16
66754,9.454545454545455,104
66755,3.6666666666666665,11
66758,3.0,3
66761,5.0,5
66762,10.0,210
66764,3.892857142857143,109
66765,7.0,7
66767,6.0,6
66768,9.0,9
66769,10.0,20
66772,10.0,10
66774,4.142857142857143,29
66775,10.0,10
66778,7.353658536585366,603
66781,9.813953488372093,422
66787,7.138297872340425,671
66793,4.0,4
66795,8.5,17
66801,9.5,38
66810,10.0,30
66812,1.0,2
66814,4.083333333333333,49
66816,8.153846153846153,106
66817,4.8,24
66828,5.0,5
66840,4.714285714285714,33
66842,5.555555555555555,50
66845,3.0,3
66851,5.75,23
66852,5.333333333333333,16
66859,5.333333333333333,96
66861,10.0,30
66862,7.0,7
66864,1.0,1
66866,5.0,5
66867,5.0,5
66868,7.0,21
66869,2.0,10
66875,8.8,44
66879,2.0,4
66881,8.48076923076923,441
66882,1.0,1
66883,1.0,1
66888,3.6666666666666665,11
66889,5.0,5
66890,4.75,19
66895,8.25,66
66896,1.0,1
66897,9.666666666666666,29
66898,2.1136363636363638,93
66900,9.0,18
66901,9.333333333333334,28
66904,7.0,14
66906,10.0,20
66907,8.0,8
66908,9.176470588235293,156
66914,10.0,10
66916,2.0,2
66923,7.285714285714286,51
66924,2.4054054054054053,89
66925,6.625,53
66926,7.0,98
66927,4.0,4
66936,5.75,23
66940,1.0,1
66943,4.333333333333333,65
66944,2.1818181818181817,24
66948,1.0,1
66949,4.666666666666667,14
66951,6.5,13
66952,5.0,10
66954,3.0,3
66956,1.0,4
66960,4.6,46
66962,2.0,4
66963,9.0,180
66967,4.222222222222222,38
66970,5.0,5
66971,10.0,10
66978,7.5,15
66981,7.068181818181818,311
66983,1.0,1
66985,10.0,10
66986,5.9375,95
66988,1.0,2
66990,3.0,3
66993,3.0,9
66999,8.0,8
67003,5.599173553719008,1355
67006,5.833333333333333,35
67010,10.0,20
67012,3.0,6
67013,10.0,10
67015,5.235294117647059,89
67017,1.0,1
67025,6.5,13
67029,7.666666666666667,46
67035,3.7142857142857144,26
67036,10.0,40
67044,6.666666666666667,20
67045,6.333333333333333,19
67047,10.0,20
67048,6.0,6
67056,8.0,8
67057,5.25,21
67059,7.0,7
67067,6.0,6
67069,3.25,13
67071,9.833333333333334,59
67075,8.0,16
67079,7.5,45
67080,1.5,6
67081,7.0,7
67088,7.666666666666667,23
67093,4.857142857142857,34
67095,4.5,9
67097,8.0,24
67099,10.0,10
67103,3.0,3
67111,7.0,21
67113,2.5,15
67115,4.666666666666667,28
67116,4.066666666666666,61
67117,4.75,19
67122,1.0,1
67124,8.0,8
67126,6.0,6
67127,2.5,15
67128,10.0,10
67134,7.0,7
67136,7.5,15
67139,10.0,10
67143,1.5,3
67152,5.0,5
67157,9.25,74
67161,4.75,19
67166,7.0,7
67167,7.0,14
67169,10.0,30
67170,8.0,16
67176,6.571428571428571,46
67180,8.88888888888889,80
67182,1.0,1
67183,10.0,170
67185,3.0,3
67190,10.0,70
67192,4.0,8
67196,7.75,31
67199,1.0,2
67200,8.0,8
67216,5.625,45
67217,7.25,29
67222,4.142857142857143,58
67223,1.0,3
67224,7.956521739130435,183
67232,10.0,50
67233,10.0,10
67234,6.0,12
67235,4.5,9
67236,6.0,18
67237,5.0,5
67240,2.0689655172413794,60
67243,2.0,2
67247,10.0,180
67254,2.3043478260869565,53
67255,1.0,1
67256,5.666666666666667,17
67257,7.666666666666667,46
67264,2.75,11
67265,10.0,80
67268,4.5,18
67270,9.0,18
67272,5.0,5
67275,6.0,12
67279,1.5,3
67280,6.5,13
67283,10.0,10
67287,3.6666666666666665,22
67288,1.8275862068965518,53
67291,3.0,3
67295,10.0,10
67297,5.666666666666667,17
67298,6.25,25
67299,8.0,8
67304,8.0,8
67305,8.0,8
67307,10.0,10
67308,2.0,4
67319,4.0,36
67330,7.818181818181818,172
67333,10.0,10
67334,4.0,4
67336,7.5,15
67338,4.428571428571429,31
67339,9.0,9
67341,2.2,33
67345,6.5,13
67346,3.875,31
67347,5.666666666666667,17
67352,8.0,16
67357,1.0,1
67359,3.2,16
67360,4.333333333333333,13
67361,5.190476190476191,109
67366,2.0,2
67367,2.0,4
67368,10.0,10
67370,5.0,5
67371,4.0,4
67373,5.777777777777778,52
67377,4.0,4
67385,2.8333333333333335,17
67388,9.809090909090909,1079
67389,2.5555555555555554,23
67393,8.24074074074074,445
67394,5.666666666666667,17
67400,5.0,5
67402,8.0,8
67408,9.5,38
67410,3.0,3
67415,3.0,3
67416,6.0,30
67422,6.5,13
67425,7.7407407407407405,209
67428,7.0,7
67430,4.8,24
67441,5.0,10
67442,2.0,2
67444,6.5,26
67445,6.918367346938775,339
67446,1.3333333333333333,4
67457,6.5,52
67460,1.0,1
67461,4.8,24
67463,8.75,105
67465,10.0,10
67467,1.0,4
67469,2.6666666666666665,8
67470,7.6,38
67471,6.0,6
67472,10.0,10
67474,6.777777777777778,61
67477,4.5,9
67482,7.0,7
67483,10.0,10
67485,10.0,20
67486,7.0,7
67488,2.0,4
67490,9.75,39
67495,6.833333333333333,41
67498,7.0,49
67500,9.0,18
67504,6.5,13
67508,4.6,23
67509,10.0,20
67512,6.0,6
67515,6.0,6
67516,5.666666666666667,17
67520,5.666666666666667,17
67522,1.6666666666666667,5
67525,10.0,10
67531,10.0,10
67535,7.533333333333333,226
67536,10.0,10
67537,7.5,15
67539,7.0,42
67541,5.0,10
67542,10.0,20
67545,2.0,2
67546,2.0,6
67548,8.666666666666666,26
67551,1.0,1
67553,7.0,21
67557,6.0,6
67561,1.0,2
67564,1.0,1
67573,4.142857142857143,29
67580,6.5,13
67581,10.0,10
67583,4.625,37
67584,10.0,10
67585,8.0,40
67588,10.0,10
67589,6.0,6
67594,4.333333333333333,26
67598,1.0,2
67600,7.0,28
67603,7.0,14
67604,2.7195121951219514,223
67606,10.0,10
67608,5.0,5
67611,2.3333333333333335,7
67616,4.333333333333333,13
67619,2.6666666666666665,8
67623,10.0,10
67626,2.0,2
67628,4.909090909090909,54
67629,2.75,11
67630,5.333333333333333,16
67632,3.8,57
67639,4.2105263157894735,80
67642,1.0,1
67644,2.789473684210526,159
67645,10.0,10
67648,9.704225352112676,689
67649,9.571428571428571,134
67653,1.3333333333333333,4
67654,4.0,4
67659,6.166666666666667,37
67662,4.5,63
67667,5.0,5
67671,4.8,24
67677,1.5,12
67680,10.0,40
67681,10.0,10
67683,8.333333333333334,50
67685,6.5,13
67693,7.0,21
67696,4.875,39
67699,1.1666666666666667,7
67701,4.0,4
67706,10.0,10
67707,4.0,16
67708,5.0,15
67710,5.0,15
67713,7.0,7
67715,1.625,13
67716,4.333333333333333,13
67719,4.5,36
67720,4.0625,65
67722,6.0,12
67735,6.3,63
67742,8.0,8
67743,6.166666666666667,74
67745,4.0,8
67748,5.7272727272727275,63
67749,6.25,25
67751,4.3,43
67754,5.1,51
67755,3.8275862068965516,111
67758,10.0,60
67760,6.5,13
67765,6.0,6
67767,2.125,17
67768,9.0,9
67769,1.0,1
67770,2.5,10
67773,1.0,2
67775,6.764705882352941,115
67777,10.0,10
67780,5.0,20
67781,6.6923076923076925,87
67785,5.714285714285714,40
67793,2.0,34
67794,3.5,7
67797,6.5,52
67801,10.0,10
67803,3.0,6
67809,3.857142857142857,27
67811,7.0,7
67813,2.6666666666666665,8
67816,7.0,7
67824,2.888888888888889,26
67827,3.0,3
67837,6.0,36
67845,4.666666666666667,14
67847,6.0,6
67849,1.0,4
67850,10.0,10
67852,3.8,19
67857,3.0,6
67858,3.0,6
67859,10.0,10
67860,10.0,20
67862,7.7894736842105265,148
67873,7.0,7
67874,7.0,7
67881,5.0,10
67883,3.5161290322580645,109
67886,10.0,10
67887,10.0,10
67892,4.285714285714286,30
67893,7.444444444444445,67
67896,5.2,26
67897,8.166666666666666,49
67900,3.0,6
67907,5.5,11
67911,3.0,3
67914,10.0,10
67918,2.769230769230769,36
67919,6.5,52
67921,5.0,5
67922,6.428571428571429,45
67923,6.823529411764706,116
67924,5.333333333333333,16
67925,10.0,10
67926,9.5,38
67928,2.75,11
67930,5.0,5
67938,7.5,15
67940,8.19047619047619,172
67941,5.75,23
67946,8.0,8
67951,3.0,3
67953,2.5,5
67956,10.0,30
67958,5.0,5
67960,5.25,21
67963,10.0,20
67970,1.0,2
67971,1.0,1
67973,2.0,8
67975,4.4,22
67977,7.25,58
67978,5.769230769230769,75
67982,7.571428571428571,53
67996,5.0,10
68004,4.0,8
68005,5.0,10
68010,5.666666666666667,17
68011,2.347826086956522,54
68018,9.375,75
68019,3.0,12
68021,7.3076923076923075,95
68031,1.0,1
68032,3.0,15
68033,7.0,14
68034,5.0,10
68035,1.0,1
68036,3.5,7
68041,1.1666666666666667,7
68043,5.571428571428571,39
68050,1.0,1
68052,6.37037037037037,172
68056,10.0,10
68057,5.0,5
68058,5.0,10
68066,1.7272727272727273,38
68067,4.4,22
68068,4.0,4
68069,6.142857142857143,86
68070,6.25,25
68071,10.0,40
68073,7.714285714285714,108
68074,6.0,18
68076,4.818181818181818,53
68077,10.0,120
68081,6.0,6
68087,10.0,10
68088,10.0,30
68091,1.0,2
68092,10.0,30
68093,1.0,19
68095,2.0,6
68099,9.980392156862745,509
68102,7.0,84
68103,3.295774647887324,234
68104,1.0,4
68107,4.0,16
68111,4.0,4
68112,6.444444444444445,58
68113,7.444444444444445,67
68114,6.0,48
68118,10.0,10
68119,7.0,7
68120,5.0,20
68128,6.0,6
68129,10.0,10
68130,6.5,13
68140,6.430555555555555,463
68141,7.0,7
68146,9.0,9
68147,7.0,7
68149,9.384615384615385,244
68150,3.5,7
68151,2.0,2
68152,1.0,3
68153,4.0,36
68155,1.0,13
68156,9.75,39
68159,5.0,5
68161,5.0,5
68164,6.0,48
68166,9.0,9
68170,1.0,5
68173,6.666666666666667,20
68182,1.0,3
68183,6.5,13
68184,6.384615384615385,166
68187,4.7,94
68191,3.0,6
68194,8.333333333333334,25
68197,1.5,3
68200,8.0,8
68203,5.666666666666667,17
68205,5.0,10
68206,3.2,16
68208,10.0,20
68213,3.0,3
68214,9.75,39
68220,6.5,13
68226,9.0,36
68229,10.0,10
68232,5.5,11
68233,4.870967741935484,151
68238,7.0,7
68243,5.666666666666667,17
68245,3.1666666666666665,19
68254,5.5,11
68256,7.0,14
68259,2.0,2
68262,3.0,36
68266,10.0,10
68270,5.833333333333333,35
68273,10.0,10
68274,8.0,16
68277,9.8,49
68278,5.454545454545454,60
