filmId,mean,sum
2390,9.0,81
2393,4.150943396226415,440
2395,9.5,19
2397,2.0,2
2399,6.75,27
2400,9.0,18
2403,9.0,9
2407,6.625,53
2408,10.0,10
2411,7.222222222222222,325
2418,4.0,12
2426,2.5,5
2428,6.8,34
2430,4.5,9
2431,6.0,12
2434,10.0,30
2437,1.1818181818181819,13
2438,5.0,10
2453,5.142857142857143,36
2460,10.0,10
2465,9.666666666666666,29
2468,5.0,30
2469,7.6,76
2470,10.0,10
2471,10.0,10
2475,10.0,10
2479,2.0,2
2480,7.833333333333333,47
2483,1.0,1
2488,1.0,2
2489,9.5,19
2490,6.857142857142857,48
2495,4.75,19
2496,3.25,13
2497,9.294117647058824,158
2505,8.0,24
2509,5.0,75
2517,7.0,133
2518,6.583333333333333,395
2519,9.0,9
2520,2.0,2
2521,10.0,30
2522,7.375,59
2524,5.590909090909091,246
2529,1.5,15
2532,5.5,11
2535,4.857142857142857,34
2541,3.8947368421052633,74
2543,10.0,10
2546,1.0,3
2547,6.75,81
2553,2.857142857142857,20
2560,2.2666666666666666,34
2561,2.5,5
2562,4.6,23
2563,10.0,10
2564,6.5,26
2566,6.333333333333333,19
2568,6.333333333333333,19
2571,10.0,30
2572,3.0,6
2576,5.722222222222222,103
2579,1.0,3
2582,9.0,9
2583,1.0,3
2587,2.6470588235294117,45
2589,3.0,3
2591,7.5,135
2592,10.0,10
2593,1.0,5
2601,8.0,8
2602,4.595238095238095,193
2608,1.0,12
2609,2.6,13
2610,9.869565217391305,227
2611,3.909090909090909,43
2612,5.0,5
2615,10.0,10
2616,5.4,108
2617,1.875,15
2619,8.0,8
2620,7.0,7
2622,6.444444444444445,58
2626,2.0,6
2630,6.666666666666667,20
2632,2.0,2
2633,1.0,1
2635,1.0,3
2638,5.666666666666667,17
2642,2.75,11
2651,5.0,60
2653,4.0,28
2656,6.0,6
2657,1.0,1
2662,8.5,34
2664,5.833333333333333,70
2665,10.0,10
2666,10.0,10
2669,5.5,11
2670,8.0,8
2672,4.5,9
2674,2.5,5
2679,1.5,3
2685,5.0,85
2686,10.0,10
2689,5.333333333333333,16
2690,1.0,1
2692,10.0,10
2697,8.333333333333334,25
2700,9.0,9
2701,6.5,13
2703,2.6666666666666665,24
2708,5.0,5
2721,10.0,10
2722,7.25,58
2726,4.5,27
2730,7.2,144
2731,1.0,5
2732,10.0,10
2736,3.0,6
2742,1.0,1
2743,2.6666666666666665,8
2745,9.727272727272727,107
2746,4.043478260869565,93
2748,7.5,15
2749,4.428571428571429,31
2752,1.0,1
2754,5.0,5
2755,3.235294117647059,55
2757,8.0,32
2758,4.285714285714286,30
2759,4.166666666666667,25
2763,2.0,2
2765,4.0,8
2769,4.0,8
2770,3.6,18
2776,4.5,9
2777,7.5,15
2781,7.5,30
2787,8.0,8
2788,5.0,5
2797,9.0,9
2799,3.0,9
2800,7.0,21
2804,6.8,34
2808,3.888888888888889,35
2809,10.0,20
2811,6.7,67
2815,3.25,26
2817,9.0,18
2825,6.25,25
2828,6.833333333333333,82
2833,4.111111111111111,37
2834,7.5,15
2835,7.0,14
2839,5.333333333333333,16
2840,4.0,16
2844,10.0,20
2851,2.142857142857143,30
2852,3.5161290322580645,327
2853,10.0,60
2855,3.4,17
2856,5.666666666666667,17
2858,10.0,10
2859,8.0,80
2864,9.333333333333334,56
2866,6.0,18
2867,3.0384615384615383,79
2869,6.0,12
2871,1.2,6
2879,3.8333333333333335,46
2881,6.6,33
2882,7.0,14
2886,9.0,18
2888,4.75,19
2891,2.0,2
2892,7.166666666666667,43
2894,1.0,1
2895,5.586206896551724,162
2896,5.0,5
2900,4.75,19
2902,7.0,14
2904,8.0,8
2905,5.333333333333333,16
2906,7.0,28
2910,7.0,35
2912,10.0,10
2914,8.0,8
2922,10.0,10
2928,7.0,63
2929,8.0,8
2931,5.333333333333333,16
2934,3.3333333333333335,20
2935,6.0,48
2938,9.0,9
2943,5.0,35
2949,7.333333333333333,22
2951,6.2,31
2963,8.0,624
2965,5.0,5
2972,4.153846153846154,54
2979,7.6,38
2980,5.25,21
2981,4.666666666666667,28
2982,10.0,10
2983,8.0,16
2984,5.2,26
2985,2.5,5
2986,10.0,10
2987,5.0,25
2988,10.0,10
2989,4.0,12
2991,5.0,10
2993,4.2727272727272725,47
3001,10.0,60
3004,2.0,2
3005,10.0,50
3006,5.909090909090909,65
3007,3.0,3
3009,6.4,32
3011,2.0,4
3013,2.0,2
3015,6.807339449541284,742
3016,6.0,12
3024,2.125,17
3026,5.0,10
3029,10.0,10
3030,7.5,15
3031,10.0,10
3032,7.9,79
3033,1.0,2
3034,9.0,9
3038,6.75,27
3039,8.5,17
3041,1.0,1
3042,10.0,20
3046,8.625,69
3059,9.63076923076923,626
3060,4.0,12
3062,3.0,3
3066,2.0,2
3067,3.4166666666666665,41
3068,5.0,5
3070,1.0,1
3073,10.0,60
3076,10.0,440
3080,8.0,16
3082,7.666666666666667,23
3093,2.6666666666666665,16
3096,9.0,9
3103,1.5,3
3105,8.931818181818182,393
3107,6.0,6
3113,4.666666666666667,14
3114,6.0,6
3117,9.0,9
3118,9.746268656716419,653
3119,6.777777777777778,61
3127,6.818181818181818,75
3130,5.125,41
3131,4.375,35
3132,5.951923076923077,1238
3136,4.5,54
3138,9.0,18
3141,4.6,23
3149,6.75,189
3153,7.0,7
3154,4.0476190476190474,85
3155,7.4,37
3158,3.3333333333333335,10
3160,5.6,196
3173,4.0,8
3177,1.0,1
3180,6.666666666666667,20
3182,6.666666666666667,40
3184,1.3333333333333333,8
3186,5.0,5
3192,4.5,9
3193,5.0,5
3200,9.555555555555555,86
3201,1.0,1
3205,7.967741935483871,247
3206,7.2,36
3209,5.0,5
3213,5.0,10
3217,4.0,12
3220,1.0,4
3226,3.727272727272727,41
3227,3.0,3
3228,5.5,33
3229,1.0,3
3231,7.0,28
3244,6.0,6
3246,4.666666666666667,42
3248,4.374045801526718,573
3249,1.0,1
3254,10.0,10
3255,9.0,18
3259,5.833333333333333,35
3262,6.947368421052632,132
3264,7.333333333333333,22
3265,10.0,10
3268,10.0,130
3278,5.666666666666667,17
3283,3.3333333333333335,10
3287,3.3636363636363638,37
3292,6.625,53
3299,8.636363636363637,95
3301,4.543859649122807,259
3305,8.0,8
3308,4.0,4
3309,3.25,13
3312,2.9166666666666665,35
3313,5.6,28
3314,3.3333333333333335,50
3318,10.0,50
3320,5.6,28
3321,2.0,4
3322,5.857142857142857,82
3324,7.695652173913044,177
3325,5.5,11
3326,10.0,30
3327,2.0,2
3333,8.0,320
3334,6.0,6
3338,9.0,9
3341,5.0,5
3343,1.0,1
3347,9.0,9
3354,4.25,17
3355,3.1666666666666665,19
3356,5.0,5
3364,7.5,15
3368,2.0,24
3370,1.0,4
3374,7.333333333333333,22
3376,4.5,9
3381,1.0,9
3383,10.0,10
3395,1.0,3
3398,6.444444444444445,58
3402,3.0,6
3406,4.25,85
3409,6.75,27
3410,6.571428571428571,46
3419,4.0,12
3420,7.666666666666667,23
3423,5.166666666666667,31
3428,10.0,20
3431,10.0,10
3433,5.0,5
3446,10.0,50
3449,3.25,13
3450,10.0,40
3452,1.0,1
3454,6.0588235294117645,206
3462,7.0,7
3468,1.8888888888888888,17
3469,8.75,35
3470,9.333333333333334,28
3478,4.5,9
3482,5.0,15
3487,8.0,32
3488,4.769230769230769,186
3492,4.529411764705882,77
3501,6.166666666666667,37
3505,4.0,4
3506,6.0,12
3508,10.0,10
3509,9.0,9
3510,4.0,12
3514,5.0,30
3519,10.0,10
3520,10.0,20
3525,5.25,21
3529,7.714285714285714,54
3531,5.0,5
3534,9.0,9
3536,4.0,4
3541,6.375,102
3542,5.5,11
3546,6.5,13
3547,3.1666666666666665,95
3548,5.777777777777778,52
3549,6.0,24
3551,1.9411764705882353,33
3552,10.0,60
3557,6.5,13
3562,5.0,5
3570,10.0,10
3573,10.0,20
3574,2.5,15
3577,4.083333333333333,98
3580,8.5,51
3582,7.75,62
3585,5.466666666666667,82
3587,5.0,15
3591,7.5625,121
3594,10.0,30
3596,3.25,13
3607,7.153846153846154,93
3614,5.0,5
3617,2.0,2
3618,7.0,14
3619,1.0,8
3621,3.5,7
3625,6.0,6
3627,10.0,30
3629,5.5,22
3631,5.5,33
3632,2.125,17
3634,3.5,7
3635,4.0,12
3636,4.0,12
3637,10.0,30
3640,8.9,89
3643,5.6,28
3644,8.05,483
3650,9.333333333333334,28
3654,3.0,3
3658,6.666666666666667,60
3663,3.0,3
3664,2.0454545454545454,45
3666,3.0,3
3667,1.5,6
3669,6.0,18
3670,3.0,21
3671,1.0,1
3672,1.0,1
3675,5.5,11
3678,4.909090909090909,54
3685,7.0,14
3686,10.0,10
3688,7.333333333333333,22
3690,10.0,10
3694,10.0,20
3698,1.0,2
3699,8.0,16
3701,4.0,4
3704,1.0,4
3705,3.0,6
3706,8.0,8
3709,7.0,147
3711,6.0,18
3712,6.0,6
3717,10.0,50
3721,7.0,56
3722,8.153846153846153,106
3723,2.0,2
3724,10.0,90
3725,3.0,21
3726,8.5,68
3727,5.022222222222222,226
3731,10.0,10
3732,3.8333333333333335,23
3739,10.0,30
3742,8.5,34
3745,7.0,7
3750,10.0,10
3751,6.5,130
3755,1.0,1
3758,10.0,10
3761,2.3333333333333335,35
3771,3.0,3
3773,5.0,25
3779,10.0,10
3781,2.0,4
3782,1.0,1
3784,6.5,13
3786,6.666666666666667,80
3788,4.6,23
3790,3.5,7
3793,7.333333333333333,66
3795,10.0,30
3796,5.0,10
3799,9.083333333333334,109
3801,6.0,60
3802,1.8333333333333333,11
3803,9.735294117647058,331
3806,7.5,15
3807,1.6666666666666667,15
3811,4.0,4
3813,10.0,10
3817,6.625,53
3821,3.3333333333333335,10
3822,4.0,4
3823,10.0,40
3826,8.461538461538462,110
3831,7.5,15
3834,3.5,7
3842,6.0,6
3843,2.75,11
3849,5.5,11
3850,8.333333333333334,25
3851,6.0,12
3853,2.6666666666666665,16
3857,10.0,100
3866,2.0,2
3870,2.875,23
3871,3.0,3
3874,3.0,6
3876,7.0,21
3878,10.0,10
3880,3.5,56
3881,1.0,2
3883,5.833333333333333,35
3887,3.6,36
3890,1.375,11
3891,8.5,85
3893,8.4,126
3894,3.0,6
3895,5.0,5
3899,4.0,16
3900,4.333333333333333,13
3908,2.875,23
3909,10.0,20
3911,1.0,1
3915,5.0,5
3916,4.916666666666667,59
3919,10.0,70
3920,7.0,42
3928,10.0,10
3930,5.5,33
3932,3.769230769230769,49
3933,10.0,10
3934,1.0,1
3936,9.333333333333334,56
3937,1.5,3
3940,9.333333333333334,84
3949,7.9,79
3950,7.5,15
3951,7.0,7
3952,3.0,3
3953,6.5,13
3955,5.909090909090909,65
3960,8.25,33
3964,7.0,147
3965,3.8,19
3968,5.25,21
3971,2.6666666666666665,8
3973,5.0,5
3974,1.0,1
3983,4.333333333333333,13
3985,5.5,11
3992,10.0,20
3996,5.333333333333333,32
3998,1.0,1
3999,2.0,4
4001,1.0,1
4002,3.6666666666666665,22
4007,10.0,10
4008,3.25,26
4009,5.0,25
4014,7.5,15
4016,6.0,6
4021,3.0,3
4039,1.0,1
4040,2.0,4
4045,3.5,7
4048,4.0,4
4055,4.857142857142857,34
4056,6.714285714285714,47
4062,2.0,2
4063,1.0,1
4065,6.923076923076923,90
4066,3.0,3
4072,9.5,95
4080,3.0,3
4093,6.75,54
4094,7.0,7
4095,10.0,10
4101,1.5,3
4109,6.6,33
4116,9.0,9
4121,10.0,10
4122,8.0,8
4125,6.0,12
4126,8.125,65
4128,2.6,13
4130,10.0,30
4135,2.1666666666666665,39
4139,8.4,42
4140,4.6,23
4148,3.25,13
4149,8.4,42
4150,8.5,136
4151,8.666666666666666,52
4154,6.0,12
4157,10.0,10
4159,5.666666666666667,34
4160,6.0,6
4165,3.0,9
4166,6.833333333333333,41
4167,8.0,8
4172,1.0,1
4173,10.0,10
4175,6.6,33
4176,5.0,5
4181,5.5,11
4184,4.615384615384615,60
4186,9.0,9
4189,6.090909090909091,67
4194,10.0,10
4196,10.0,10
4207,6.0,18
4209,9.0,9
4210,9.0,9
4212,3.0,3
4217,3.0,3
4219,10.0,10
4224,10.0,10
4229,5.0,15
4231,6.571428571428571,46
4235,10.0,30
